block,item_id_A,name_A,brand_A,size_A,item_id_B,name_B,brand_B,size_B,score,token_jaccard,block_cols
count:30,2204767,"Equate Strong & Flexible Non-Metal Hair Tie Elastics, Black, 30 Count",Equate,,1084798,Wegmans Raw P&D Wild Shrimp 26-30 ct,Wegmans,,85.5,0.125,size_bucket
weight:16,957600,Marketside Organic Spring Mix 16oz,Marketside,,100860,Wegmans Organic Italian Classics Campanelle Pasta,Wegmans,16 ounce,85.5,0.125,size_bucket
weight:3,2118978,"(12 pack) Great Value Orange Gelatin Dessert, 3 oz",Great Value,,91519,"Wegmans Heart Macarons, 6 Pack",Wegmans,3 ounce,85.5,0.125,size_bucket
weight:7,2115329,"bettergoods Wasabi Peas, 7 oz",bettergoods,,106800,"Wegmans Organic Hot Sopressata Salami, Mini 7 oz.",Wegmans,7 ounce,85.5,0.125,size_bucket
weight:12,2121083,"(6 pack) Great Value Toasted O's Breakfast Cereal, 12 oz",Great Value,12 oz,101666,Wegmans Graham Squares Cereal,Wegmans,11.5 ounce,85.5,0.125,size_bucket
weight:24,1922150,"Marketside 8” Apple Pie, 24 oz",Marketside,,91506,"Wegmans Gluten Free Pumpkin Pie, 8 Inch",Wegmans,24 ounce,85.5,0.125,size_bucket
weight:32,1921709,Marketside Vegetable Medley 32oz,Marketside,,94937,"Wegmans Organic Frozen Vegetable Dumplings, FAMILY PACK",Wegmans,32 ounce,85.5,0.125,size_bucket
count:200,1930629,"Great Value Disposable Paper Plates, 8.5"", 200 Count",Great Value,,106066,"Wegmans Paper Bathroom Cups, 3oz",Wegmans,200 ct.,85.5,0.125,size_bucket
weight:10,1931250,"Great Value Bright Halloween Sprinkle Tub, 10 oz",Great Value,10 oz,1100457,Wegmans Yogurt Pretzels Tub,Wegmans,10 ounce,85.5,0.125,size_bucket
weight:32,1921711,Marketside Vegetable Medley 32oz,Marketside,,94937,"Wegmans Organic Frozen Vegetable Dumplings, FAMILY PACK",Wegmans,32 ounce,85.5,0.125,size_bucket
weight:7,1945255,"bettergoods Halloween Gummies, 7 oz",bettergoods,,106800,"Wegmans Organic Hot Sopressata Salami, Mini 7 oz.",Wegmans,7 ounce,85.5,0.125,size_bucket
weight:16,364282,"Great Value Chocolate Chip Cookie Dough, 16.5 oz",Great Value,16.5 oz,107982,Wegmans Dark Chocolate Pecans,Wegmans,15.5 ounce,85.5,0.125,size_bucket
weight:11,2124719,"(4 pack) Great Value Chocolate Chip Granola, 11 oz",Great Value,,91433,"Wegmans Portuguese Rolls, 4 Pack",Wegmans,11 ounce,85.5,0.125,size_bucket
weight:16,1921852,Marketside Organic Broccoli Slaw 16oz,Marketside,,100860,Wegmans Organic Italian Classics Campanelle Pasta,Wegmans,16 ounce,85.5,0.125,size_bucket
weight:32,1921708,Marketside Vegetable Medley 32oz,Marketside,,94937,"Wegmans Organic Frozen Vegetable Dumplings, FAMILY PACK",Wegmans,32 ounce,85.5,0.125,size_bucket
weight:16,2054681,"Great Value Holiday Peppermint Bark Ground Coffee, 16 oz",Great Value,16 oz,87882,Wegmans Ground Pork,Wegmans,16 ounce,85.5,0.125,size_bucket
weight:14,2055100,"Great Value Seasoned, Thinly Sliced Chicken, 14 oz",Great Value,,96036,Wegmans Canned Sliced Carrots,Wegmans,14.5 ounce,85.5,0.125,size_bucket
weight:12,1949638,"(6 pack) Great Value Bowties, 12 oz",Great Value,,956169,"Wegmans Organic Seeded Cucumbers, FAMILY PACK",Wegmans,12 ounce,85.5,0.125,size_bucket
weight:32,1921710,Marketside Vegetable Medley 32oz,Marketside,,94937,"Wegmans Organic Frozen Vegetable Dumplings, FAMILY PACK",Wegmans,32 ounce,85.5,0.125,size_bucket
weight:22,2112465,"Freshness Guaranteed Chantilly Cream Bar Cake Topped with Fresh Fruit, 22 oz",Freshness Guaranteed,22 oz,91474,Wegmans Round 1 Layer Gold Cake with Buttercreme,Wegmans,22 ounce,85.5,0.125,size_bucket
weight:16,2116340,"(4 pack) Great Value Medium Picante Salsa, 16 oz",Great Value,16 oz,953330,Wegmans Roasted Chipotle Salsa,Wegmans,16 ounce,85.5,0.125,size_bucket
weight:4,2260375,"Freshness Guaranteed Whole Apple Fritters, 4 oz, 2 Count",Freshness Guaranteed,,953113,Wegmans Whole Mushrooms,Wegmans,4 ounce,85.5,0.125,size_bucket
weight:12,2068714,"Great Value Chopped Collard Greens, 12 oz (Frozen)",Great Value,,94524,Wegmans Frozen Mixed Vegetables,Wegmans,12 ounce,85.5,0.125,size_bucket
weight:21,2194132,"(2 pack) Great Value S'more Vanilla Marshmallows, 21 oz",Great Value,21 oz,91345,Wegmans 6 Pack Plain Bagels,Wegmans,21 ounce,85.5,0.125,size_bucket
count:60,2072830,"Equate Gummies Children's Multivitamins, 60 count",Equate,,113094,Wegmans Melatonin 5mg Adult Gummies,Wegmans,60 ct.,85.5,0.125,size_bucket
weight:8,2119246,"Great Value Fiesta Blend Finely Shredded Cheese, 8 oz",Great Value,,104798,Wegmans Golden Jewel Blend,Wegmans,8 ounce,85.5,0.125,size_bucket
weight:12,2077297,"bettergoods Seasoned Mushroom Medley, 12 oz (Frozen)",bettergoods,,94524,Wegmans Frozen Mixed Vegetables,Wegmans,12 ounce,85.5,0.125,size_bucket
weight:19,2197769,"Great Value Cinnamon Crunch Breakfast Cereal, 19 oz",Great Value,,104258,Wegmans Raisin Bran Cereal,Wegmans,18.7 ounce,85.5,0.125,size_bucket
count:160,2072979,"Equate Daily Fiber, 100% Psyllium Husk Dietary Supplement Unflavored Capsules, 160 Count",Equate,,107726,"Wegmans Organic Vitamin D Dietary Supplement, 50 mcg Gummies",Wegmans,160 ct.,85.5,0.125,size_bucket
count:10,2234240,"Mainstays Wood Knobs for Cabinet Replacements, DIY, Home, Hanging Backer, Unfinished – 10 Pack",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1176,size_bucket
count:3,2241752,"(3 pack) Mainstays 8-Piece Kitchen Measuring Cup & Spoon Set, Raised Measurements, Black, Polypropylene",Mainstays,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1176,size_bucket
count:10,2256806,"Mainstays Space Saving Cascading Foldable Non-Slip Plastic Clothing Hanger, 10 Pack, White",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1176,size_bucket
